BPA ID,Collection Site,Country,State,Sample date,Latitude,Longitude,Elevation,Current Land Use,Ecological Zone,Vegetation Type,Australian Soil Type Classification,FAO Soil Type Classification,Vegatation Total Cover,Dominant Trees,Site Slope,Slope Aspect,Profile Position,Drainage,Environment Event,Fire History,Fire Intensity,Last Change in Land Use,Immediate previous Land Use,Crop Rotation 1,Crop Rotation 2,Crop Rotation 3,Crop Rotation 4,Crop Rotation 5,Agrochemical Additions,Tillage,Site Comments,Horizon,Moisture,Colour,Gravel,Texture,Course Sand,Fine Sand,Sand,Silt,Clay,Ammonium Nitrogen,Nitrate Nitrogen,Phosphoros Colwell,Potassium Colwell,Sulphur,Organic Carbon,Conductivity,CaCl2 pH,H2O pH,DTPA Cu,DTPA Fe,DTPA Mn,DTPA Zn,Exc Al,Exc Ca,Exc Mg,Exc K,Exc Na,Boron Hot CaCl2,Total N,Total C
102.100.100.8130,Fitzgerald River NP,,,,-33.6883611111,119.761694444,261,National park,Temperate,Shrubland,Tenosols,,90.0,none (0),No data,No data,,,,long unburnt,,,,,,,,,,,,0.0,6.48384847781,9,5.0,1.5,86.07,6.19,92.26,1.95,5.8,0.0001,0.0001,0.0001,34.0,6.3,0.59,0.07,5.0,5.8,0.24,27.74,1.01,0.18,0.068,1.08,0.49,0.09,0.27,0.4,,
102.100.100.8131,Fitzgerald River NP,,,,-33.6883611111,119.761694444,261,National park,Temperate,Shrubland,Tenosols,,90.0,none (0),No data,No data,,,,long unburnt,,,,,,,,,,,,20.0,3.53926370675,8,5.0,1.5,82.49,9.73,92.22,2.93,4.84,0.0001,0.0001,0.0001,19.0,13.6,0.23,0.112,5.4,6.0,0.25,20.89,0.06,0.07,0.063,0.45,0.46,0.05,0.56,0.26,,
102.100.100.8132,Fitzgerald River NP,,,,-33.9313333333,119.999666667,28,National park,Temperate,Shrubland,Rudosols,,70.0,none (0),No data,No data,,,,burnt > 10 years,,,,,,,,,,,,0.0,2.58905976251,18,15-20,2.0,65.55,28.62,94.16,1.0,5.84,0.0001,0.0001,0.0001,15.0,2.2,0.36,0.022,5.1,6.1,0.27,35.97,0.14,0.09,0.078,0.4,0.29,0.04,0.14,0.19,,
102.100.100.8134,Fitzgerald River NP,,,,-33.8771111111,119.918388889,100,National park,Temperate,Shrubland,Rudosols,,80.0,none (0),No data,No data,,,,long unburnt (> 10 years?),,,,,,,,,,,,20.0,4.06490465038,2,0.0,1.5,91.86,2.29,94.14,1.0,5.86,2.0,0.0001,0.0001,43.0,4.4,0.96,0.069,6.9,7.8,0.29,14.92,0.63,0.07,0.108,4.0,0.64,0.11,0.1,0.18,,
102.100.100.8133,Fitzgerald River NP,,,,-33.9313333333,119.999666667,28,National park,Temperate,Shrubland,Rudosols,,70.0,none (0),No data,No data,,,,burnt > 10 years,,,,,,,,,,,,20.0,0.955643707176,8,5.0,1.5,94.22,0.91,95.13,1.0,4.87,0.0001,0.0001,0.0001,28.0,5.2,0.36,0.075,7.7,8.7,0.22,11.91,0.2,0.07,0.103,4.19,0.55,0.07,0.13,0.2,,
102.100.100.8135,Fitzgerald River NP,,,,-33.8771111111,119.918388889,100,National park,Temperate,Shrubland,Rudosols,,80.0,none (0),No data,No data,,,,long unburnt (> 10 years?),,,,,,,,,,,,0.0,5.04158004158,2,5.0,1.5,66.39,27.66,94.05,2.0,3.95,1.0,0.0001,0.0001,25.0,2.5,0.77,0.013,4.8,5.8,0.12,27.31,0.61,0.14,0.076,0.84,0.29,0.06,0.06,0.16,,
102.100.100.8136,Fitzgerald River NP,,,,-33.8471388889,119.915055556,124,National park,Temperate,Heathland,Sodosols,,60.0,none (0),No data,No data,,,,unburnt? 10 years at least,,,,,,,,,,,,0.0,5.62357335547,8,0.0,1.5,76.19,17.88,94.07,1.0,4.94,0.0001,0.0001,3.0,41.0,2.8,0.88,0.013,4.5,5.5,0.27,28.75,0.29,0.12,0.109,0.7,0.25,0.09,0.04,0.23,,
102.100.100.8137,Fitzgerald River NP,,,,-33.8471388889,119.915055556,124,National park,Temperate,Heathland,Sodosols,,60.0,none (0),No data,No data,,,,unburnt? 10 years at least,,,,,,,,,,,,20.0,0.818987130202,18,0.0,1.5,72.02,23.09,95.11,0.99,3.9,0.0001,0.0001,0.0001,20.0,1.9,0.29,0.0001,4.8,5.6,0.26,34.14,0.26,0.04,0.109,0.25,0.17,0.05,0.03,0.1,,
102.100.100.8138,Narrabri,,,,-30.2007100079,149.597527022,200,Cotton,Temperate,Other,Vertosols,,,,0.0,,,,,,,,,Pulses -faba/broad bean,,,,,,,,0.0,15.8322056834,5,0.0,3.0,8.78,17.66,26.44,26.44,43.72,2.0,22.0,106.0,825.0,47.1,1.32,0.146,6.7,7.5,1.82,24.73,12.96,1.15,0.114,19.98,8.11,2.08,0.5,1.3,,
102.100.100.8139,Narrabri,,,,-30.2007100079,149.597527022,200,Cotton,Temperate,Other,Vertosols,,,,0.0,,,,,,,,,Pulses -faba/broad bean,,,,,,,,20.0,19.1676670668,2,0.0,3.0,9.94,17.2,27.14,27.14,45.89,2.0,18.0,99.0,613.0,23.6,1.26,0.111,6.7,7.3,1.85,24.67,11.07,1.06,0.12,20.29,8.19,1.55,0.45,0.98,,
102.100.100.8140,Narrabri,,,,-30.2005599719,149.597556023,200,Cotton,Temperate,Other,Vertosols,,,,0.0,,,,,,,,,Pulses -faba/broad bean,,,,,,,,0.0,14.6307104045,2,0.0,3.0,11.87,19.66,31.53,31.53,40.67,2.0,15.0,113.0,839.0,49.2,1.48,0.168,6.8,7.5,1.82,25.78,15.77,1.21,0.094,19.58,7.55,2.19,0.45,1.35,,
102.100.100.8141,Narrabri,,,,-30.2005599719,149.597556023,200,Cotton,Temperate,Other,Vertosols,,,,0.0,,,,,,,,,Pulses -faba/broad bean,,,,,,,,20.0,16.9744020143,2,0.0,3.0,12.08,18.54,30.62,30.62,47.25,3.0,16.0,70.0,480.0,38.4,1.14,0.114,6.5,7.2,2.15,34.13,16.78,1.13,0.133,18.99,7.21,1.23,0.49,1.01,,
102.100.100.8142,Namadgi NP,,,,-35.8748166,149.01165,1099,National park,Temperate,Woodland,,,100.0,Eucalyptus stellulata (25),7.5,west,Lower slope,,,,,,,,,,,,,,,0.0,14.6879756469,8,5-10,2.5,31.93,28.11,60.04,25.65,14.31,7.0,0.0001,21.0,232.0,4.0,2.55,0.042,4.7,5.4,0.49,117.31,43.85,2.61,0.411,4.7,1.45,0.49,0.02,0.42,,
102.100.100.8143,Namadgi NP,,,,-35.8748166,149.01165,1099,National park,Temperate,Woodland,,,100.0,Eucalyptus stellulata (25),7.5,west,Lower slope,,,,,,,,,,,,,,,20.0,11.5535248042,14,45-50,2.0,38.5,25.42,63.92,23.44,12.65,3.0,0.0001,8.0,141.0,2.0,0.53,0.061,6.5,7.3,0.4,41.27,7.31,0.44,0.786,2.58,0.95,0.36,0.04,0.23,,
102.100.100.8144,Namadgi NP,,,,-35.881,149.0076,1093,National park,Temperate,Grassland,,,100.0,0.0,0.0,,Valley floor,,,,,,,,,,,,,,,0.0,29.6824542519,2,0.0,2.5,21.09,25.88,46.97,27.63,25.4,9.0,14.0,24.0,307.0,5.4,4.03,0.062,5.1,5.7,1.48,259.78,35.94,12.81,0.098,10.14,3.56,0.7,0.04,0.57,,
102.100.100.8145,Namadgi NP,,,,-35.881,149.0076,1093,National park,Temperate,Grassland,,,100.0,0.0,0.0,,Valley floor,,,,,,,,,,,,,,,20.0,21.3064816382,2,0.0,2.5,22.63,27.76,50.39,22.79,26.83,2.0,5.0,9.0,80.0,2.5,2.26,0.018,5.0,5.7,1.37,177.96,19.36,2.77,0.091,9.47,3.63,0.21,0.05,0.37,,
102.100.100.8146,Namadgi NP,,,,-35.8811,149.0083,1111,National park,Temperate,Woodland,,,100.0,Eucalyptus stellulata (25),15.0,west,Lower slope,,,,,,,,,,,,,,,0.0,17.2939494998,4,0.0,2.5,47.64,16.06,63.7,23.55,12.74,5.0,0.0001,29.0,251.0,4.2,3.96,0.04,5.1,5.8,0.71,104.48,44.5,3.38,0.09,9.92,2.43,0.48,0.03,0.55,,
102.100.100.8147,Namadgi NP,,,,-35.8811,149.0083,1111,National park,Temperate,Woodland,,,100.0,Eucalyptus stellulata (25),15.0,west,Lower slope,,,,,,,,,,,,,,,20.0,12.6302626094,14,0.0,2.0,44.36,20.06,64.42,24.74,10.84,2.0,0.0001,11.0,124.0,1.6,0.4,0.0001,4.7,5.5,0.33,57.74,11.16,0.47,0.331,1.0,1.04,0.31,0.02,0.24,,
102.100.100.8148,Namadgi NP,,,,-35.8766833,149.0097,1092,National park,Temperate,Grassland,,,100.0,0.0,0.0,,Valley floor,,,,,,,,,,,,,,,0.0,47.4625775831,9,5.0,3.0,5.45,16.01,21.46,31.46,47.08,9.0,2.0,20.0,206.0,11.6,5.18,0.082,5.0,5.8,0.77,349.45,10.19,4.33,0.117,11.68,11.52,0.53,0.44,0.44,,
102.100.100.8151,Namadgi NP,,,,-35.8769333,149.01025,1105,National park,Temperate,Woodland,,,100.0,"Eucalytpus stellulata, Eucalyptus pauciflora (25)",15.0,west,Lower slope,,,,,,,,,,,,,,,20.0,12.3828647925,6,5-10,1.5,45.6,18.13,63.73,24.21,12.06,3.0,0.0001,7.0,101.0,1.0,0.51,0.01,4.9,6.0,0.39,42.04,8.21,0.23,0.251,1.32,0.98,0.26,0.03,0.18,,
102.100.100.8152,Namadgi NP,,,,-35.8748666,149.01088,1088,National park,Temperate,Grassland,,,100.0,0.0,0.0,,Valley floor,,,,,,,,,,,,,,,0.0,40.252454418,2,0.0,3.0,8.96,23.32,32.27,31.8,35.93,8.0,17.0,30.0,255.0,8.3,5.1,0.095,4.8,5.5,1.2,409.68,16.25,8.65,0.133,10.28,7.28,0.6,0.18,0.53,,
102.100.100.8153,Namadgi NP,,,,-35.8748666,149.01088,1088,National park,Temperate,Grassland,,,100.0,0.0,0.0,,Valley floor,,,,,,,,,,,,,,,20.0,29.1297775858,2,5.0,3.0,10.43,21.13,31.56,34.77,33.67,2.0,4.0,11.0,73.0,2.1,2.26,0.02,5.0,5.7,1.51,333.86,15.25,3.12,0.114,7.52,6.29,0.19,0.16,0.24,,
102.100.100.8154,Uluru,,,,-25.351,131.0423,500,National park,Arid,Grassland,Tenosols,,95.0,Corymbia opaca(4),0.0,,,,,41183.0,high,,,,,,,,,,,0.0,1.05476673428,12,5.0,2.0,59.54,26.61,86.15,3.99,9.87,4.0,0.0001,12.0,217.0,3.0,0.5,0.034,5.7,6.7,0.35,14.85,11.12,0.34,0.106,2.67,1.17,0.48,0.01,0.24,,
102.100.100.8155,Uluru,,,,-25.351,131.0423,500,National park,Arid,Grassland,Tenosols,,95.0,Corymbia opaca(4),0.0,,,,,41183.0,high,,,,,,,,,,,20.0,3.08940774487,12,5.0,2.0,72.22,16.92,89.15,1.0,11.84,2.0,0.0001,7.0,192.0,1.7,0.19,0.011,5.4,6.4,0.28,12.22,3.21,0.12,0.152,1.58,1.1,0.41,0.02,0.23,,
102.100.100.8156,Uluru,,,,-25.3564,131.0368,490,National park,Arid,Grassland,Rudosols,,91.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.508094056481,12,0.0,2.0,73.22,15.95,89.17,2.97,7.86,1.0,0.0001,10.0,156.0,1.6,0.16,0.019,6.6,7.6,0.29,3.94,4.79,0.16,0.106,2.98,0.31,0.36,0.0001,0.18,,
102.100.100.8157,Uluru,,,,-25.3564,131.0368,490,National park,Arid,Grassland,Rudosols,,91.0,,0.0,,,,,,,,,,,,,,,,,20.0,1.60532498042,12,0.0,2.0,70.44,17.94,88.38,1.95,9.68,1.0,0.0001,2.0,174.0,1.4,0.14,0.018,6.8,7.7,0.35,2.38,4.32,0.14,0.134,3.11,0.44,0.4,0.0001,0.15,,
102.100.100.8158,Uluru,,,,-25.3504,131.0516,513,National park,Arid,Grassland,Calcarosols,,95.0,"Corymbia opaca(1),Acacia tetragonophylla(1)",0.0,,,,,,,,,,,,,,,,,0.0,0.518006906759,6,0.0,2.0,59.33,29.38,88.7,1.0,11.3,1.0,0.0001,6.0,166.0,1.5,0.21,0.015,5.7,6.7,0.29,6.07,4.64,0.11,0.101,2.16,0.65,0.36,0.0001,0.16,,
102.100.100.8159,Uluru,,,,-25.3504,131.0516,513,National park,Arid,Grassland,Calcarosols,,95.0,"Corymbia opaca(1),Acacia tetragonophylla(1)",0.0,,,,,,,,,,,,,,,,,20.0,2.23275730234,12,0.0,2.0,70.7,17.25,87.95,1.0,12.05,1.0,0.0001,0.0001,156.0,1.4,0.16,0.012,5.7,6.7,0.29,6.77,4.94,0.12,0.1,1.94,0.72,0.37,0.0001,0.18,,
102.100.100.8160,Uluru,,,,-25.351,131.041,488,National park,Arid,Grassland,Calcarosols,,70.0,Corymbia opaca(5),0.0,,,,,"frequent, Sept-2012",,,,,,,,,,,,0.0,0.661830215095,1,0.0,2.0,65.47,26.77,92.24,1.0,7.76,3.0,0.0001,14.0,231.0,4.3,0.52,0.048,5.8,6.8,0.25,21.24,9.34,0.43,0.057,3.02,1.07,0.51,0.17,0.26,,
102.100.100.8161,Uluru,,,,-25.351,131.041,488,National park,Arid,Grassland,Calcarosols,,70.0,Corymbia opaca(5),0.0,,,,,"frequent, Sept-2012",,,,,,,,,,,,20.0,2.08915502329,11,0.0,2.0,70.11,20.14,90.25,1.97,7.78,0.0001,0.0001,12.0,172.0,2.4,0.27,0.024,6.1,6.8,0.18,17.28,2.59,0.19,0.173,1.93,1.07,0.37,0.11,0.19,,
102.100.100.8162,Uluru,,,,-25.3523,131.0343,493,National park,Arid,Grassland,Calcarosols,,75.0,Corymbia opaca(5),0.0,,,,,"frequent, Sept-2102",,,,,,,,,,,,0.0,0.0,1,0.0,2.0,44.84,43.73,88.57,1.92,9.51,4.0,0.0001,6.0,156.0,3.5,0.56,0.025,5.2,6.2,0.24,26.9,10.09,0.15,0.103,2.24,0.9,0.36,0.06,0.17,,
102.100.100.8163,Uluru,,,,-25.3523,131.0343,493,National park,Arid,Grassland,Calcarosols,,75.0,Corymbia opaca(5),0.0,,,,,"frequent, Sept-2102",,,,,,,,,,,,20.0,1.28924435956,12,0.0,2.0,64.05,26.13,90.19,1.97,7.84,1.0,0.0001,3.0,110.0,1.9,0.31,0.01,5.1,6.1,0.25,22.3,1.87,0.16,0.133,1.38,0.88,0.28,0.06,0.16,,
102.100.100.8164,Uluru,,,,-25.3457,131.0213,514,National park,Arid,Grassland,Calcarosols,,92.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.52625137682,11,0.0,2.0,70.97,20.16,91.13,2.97,5.9,2.0,1.0,13.0,171.0,2.1,0.3,0.043,7.2,7.9,0.21,2.34,4.79,0.33,0.051,5.21,0.42,0.37,0.0001,0.21,,
102.100.100.8165,Uluru,,,,-25.3457,131.0213,514,National park,Arid,Grassland,Calcarosols,,92.0,,0.0,,,,,,,,,,,,,,,,,20.0,0.87341616435,11,0.0,2.0,75.29,14.94,90.24,1.96,7.8,1.0,0.0001,6.0,161.0,1.6,0.26,0.029,7.0,7.6,0.31,5.04,3.09,0.17,0.1,4.29,0.53,0.36,0.0001,0.23,,
102.100.100.8166,Uluru,,,,-25.3457,131.0213,514,National park,Arid,Grassland,Calcarosols,,92.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.397501419648,12,0.0,2.0,68.77,23.35,92.12,1.0,7.88,0.0001,0.0001,13.0,138.0,1.7,0.15,0.052,7.9,8.5,0.12,4.69,2.4,0.27,0.117,4.65,0.26,0.33,0.01,0.12,,
102.100.100.8167,Uluru,,,,-25.3457,131.0213,514,National park,Arid,Grassland,Calcarosols,,92.0,,0.0,,,,,,,,,,,,,,,,,20.0,0.500500500501,12,0.0,2.0,65.98,27.13,93.11,0.99,5.9,0.0001,0.0001,9.0,112.0,1.3,0.1,0.022,7.1,7.8,0.1,3.09,1.91,0.14,0.127,1.99,0.31,0.28,0.05,0.12,,
102.100.100.8168,Uluru,,,,-25.3374,131.0404,512,National park,Arid,Grassland,Calcarosols,,81.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.381194409149,11,0.0,2.0,74.99,18.17,93.16,0.98,5.86,1.0,0.0001,11.0,104.0,1.7,0.14,0.043,7.5,8.1,0.17,3.79,2.6,0.23,0.115,3.75,0.29,0.24,0.0001,0.13,,
102.100.100.8169,Uluru,,,,-25.3374,131.0404,512,National park,Arid,Grassland,Calcarosols,,81.0,,0.0,,,,,,,,,,,,,,,,,20.0,0.564506644714,11,0.0,2.0,76.24,17.86,94.1,0.99,4.91,1.0,0.0001,4.0,102.0,1.5,0.17,0.014,6.2,7.2,0.17,6.22,1.63,8.11,0.093,2.13,0.27,0.24,0.0001,0.11,,
102.100.100.8170,Uluru,,,,-25.3374,131.0403,501,National park,Arid,Grassland,Sodosols,,85.0,Allocasuarine decaaisneana (5),0.0,,,,,41183.0,,,,,,,,,,,,0.0,0.305307656177,11,0.0,2.0,72.18,20.93,93.11,1.98,4.91,1.0,1.0,0.0001,55.0,2.0,0.17,0.015,5.9,6.7,0.22,5.28,5.95,0.21,0.23,0.91,0.25,0.14,0.0001,0.14,,
102.100.100.8171,Uluru,,,,-25.3374,131.0403,501,National park,Arid,Grassland,Sodosols,,85.0,Allocasuarine decaaisneana (5),0.0,,,,,41183.0,,,,,,,,,,,,20.0,0.41412911084,11,0.0,2.0,73.95,19.2,93.15,0.99,5.86,2.0,0.0001,0.0001,71.0,1.5,0.1,0.0001,5.4,6.3,0.12,5.68,3.45,6.97,0.296,0.91,0.3,0.18,0.0001,0.13,,
102.100.100.8172,Uluru,,,,-25.3629,131.0138,530,National park,Arid,Grassland,Calcarosols,,63.0,Allocasuarine decaaisneana (5),0.0,,,,,,,,,,,,,,,,,0.0,0.757575757576,11,0.0,2.0,62.43,32.68,95.12,1.0,4.88,3.0,0.0001,0.0001,67.0,1.8,0.15,0.0001,5.2,6.2,0.15,5.29,6.14,0.16,0.235,0.99,0.27,0.17,0.0001,0.1,,
102.100.100.8173,Uluru,,,,-25.3629,131.0138,530,National park,Arid,Grassland,Calcarosols,,63.0,Allocasuarine decaaisneana (5),0.0,,,,,,,,,,,,,,,,,20.0,0.533739992375,11,0.0,2.0,66.52,27.61,94.13,1.0,6.86,0.0001,0.0001,0.0001,85.0,1.3,0.1,0.028,5.7,6.7,0.12,4.83,3.41,0.04,0.255,1.32,0.32,0.22,0.0001,0.15,,
102.100.100.8174,Uluru,,,,-25.3629,131.0138,530,National park,Arid,Grassland,Calcarosols,,63.0,Allocasuarine decaaisneana (5),0.0,,,,,,,,,,,,,,,,,0.0,0.539455526283,11,0.0,2.0,57.56,30.55,88.11,1.0,10.9,3.0,2.0,3.0,112.0,2.7,0.27,0.012,4.5,5.5,0.43,7.79,6.52,0.25,0.356,0.81,0.25,0.27,0.0001,0.16,,
102.100.100.8175,Uluru,,,,-25.3629,131.0138,530,National park,Arid,Grassland,Calcarosols,,63.0,Allocasuarine decaaisneana (5),0.0,,,,,,,,,,,,,,,,,20.0,0.805210183541,12,0.0,2.0,53.84,31.86,85.71,2.05,12.24,1.0,1.0,0.0001,141.0,3.3,0.18,0.01,4.4,5.4,0.45,8.09,3.56,0.24,0.548,0.81,0.26,0.35,0.0001,0.17,,
102.100.100.8180,Walpeup,,,,-35.11641,141.97638,72,Cereals -wheat,Temperate,Other,Calcarosols,,85.0,,0.0,NW,Lower slope,,,,,,Residual native cover,wheat,wheat,wheat,wheat,wheat,"Fertiliser, herbicides",Conservation Tillage or Zero Tillage,,0.0,4.6,11,0.0,2.5,,,,,,2.0,11.0,36.0,501.0,2.6,1.01,0.082,6.9,7.3,1.25,24.01,15.58,1.21,0.066,7.79,2.33,1.28,0.12,1.12,,
102.100.100.8181,Walpeup,,,,-35.11641,141.97638,72,Cereals -wheat,Temperate,Other,Calcarosols,,85.0,,0.0,NW,Lower slope,,,,,,Residual native cover,wheat,wheat,wheat,wheat,wheat,"Fertiliser, herbicides",Conservation Tillage or Zero Tillage,,20.0,4.9,11,0.0,2.5,,,,,,1.0,9.0,11.0,377.0,2.9,0.52,0.151,7.7,8.4,1.6,23.63,7.04,0.76,0.127,12.4,3.92,1.05,0.43,1.2,,
102.100.100.8182,Walpeup,,,,-35.11641,141.97655,72,Cereals -wheat,Temperate,Other,Calcarosols,,100.0,,0.0,NW,Lower slope,,,,,,Residual native cover,pasture,pasture,pasture,pasture,pasture,"Fertiliser, herbicides",Conservation Tillage or Zero Tillage,,0.0,2.9,12,0.0,2.0,,,,,,2.0,10.0,32.0,504.0,3.2,1.16,0.079,7.0,7.6,1.12,23.55,12.7,1.11,0.036,7.06,1.9,1.29,0.1,1.2,,
102.100.100.8183,Walpeup,,,,-35.11641,141.97655,72,Cereals -wheat,Temperate,Other,Calcarosols,,100.0,,0.0,NW,Lower slope,,,,,,Residual native cover,pasture,pasture,pasture,pasture,pasture,"Fertiliser, herbicides",Conservation Tillage or Zero Tillage,,20.0,2.8,11,0.0,2.5,,,,,,1.0,3.0,5.0,472.0,5.4,0.44,0.136,7.8,8.5,1.67,25.05,6.57,1.06,0.098,12.25,4.0,1.21,0.34,1.41,,
102.100.100.8184,Walpeup,,,,-35.11641,141.97663,73,Cereals -wheat,Temperate,Other,Calcarosols,,5.0,,0.0,NW,Lower slope,,,,,,Residual native cover,fallow,fallow,fallow,fallow,fallow,no fertiliser,Conservation Tillage or Zero Tillage,,0.0,2.5,1,0.0,2.0,,,,,,4.0,31.0,30.0,603.0,4.5,1.24,0.167,7.5,8.0,1.53,24.57,15.43,1.32,0.037,9.0,1.98,1.55,0.16,1.19,,
102.100.100.8185,Walpeup,,,,-35.11641,141.97663,73,Cereals -wheat,Temperate,Other,Calcarosols,,5.0,,0.0,NW,Lower slope,,,,,,Residual native cover,fallow,fallow,fallow,fallow,fallow,no fertiliser,Conservation Tillage or Zero Tillage,,20.0,2.4,11,0.0,2.5,,,,,,1.0,10.0,5.0,365.0,3.4,0.51,0.149,7.9,8.6,1.71,23.43,5.82,0.94,0.14,12.08,3.61,0.97,0.4,1.51,,
102.100.100.8190,Ayr,,,,-19.733298,147.17873,11,Sugar,Tropical (dry),Other,,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,0.0,9.59,7,0.0,2.5,46.1,35.41,81.51,9.27,9.22,9.0,4.0,25.0,83.0,3.8,0.53,0.042,6.1,6.7,0.43,20.0,14.0,1.26,0.041,2.38,1.09,0.21,0.07,0.43,,
102.100.100.8191,Ayr,,,,-19.733298,147.17873,11,Sugar,Tropical (dry),Other,,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,20.0,9.86,1,0.0,3.0,47.69,32.19,79.88,10.08,10.03,5.0,1.0,25.0,65.0,2.8,0.22,0.054,5.8,6.3,0.24,16.6,8.4,1.05,0.081,1.92,0.84,0.16,0.1,0.39,,
102.100.100.8192,Mackay,,,,-21.15956,149.112782,47,Sugar,Tropical (dry),Other,Chromosols,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,0.0,18.46,5,0.0,3.0,58.03,20.98,79.02,12.62,8.36,10.0,3.0,89.0,69.0,3.5,0.79,0.03,4.2,5.0,0.38,13.1,9.8,0.49,0.749,0.64,0.23,0.16,0.06,0.51,,
102.100.100.8193,Mackay,,,,-21.15956,149.112782,47,Sugar,Tropical (dry),Other,Chromosols,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,20.0,18.9,5,0.0,3.0,59.6,19.35,78.94,11.06,10.0,7.0,5.0,86.0,52.0,4.2,0.71,0.034,4.6,5.3,0.15,60.3,4.2,0.79,0.443,1.29,0.53,0.12,0.1,0.65,,
102.100.100.8194,Ayr,,,,-19.733298,147.17873,11,Sugar,Tropical (dry),Other,,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,0.0,12.17,6,0.0,2.5,61.51,19.22,80.73,9.15,10.12,6.0,5.0,39.0,82.0,1.8,0.47,0.042,5.4,6.2,1.32,22.8,23.1,0.72,0.061,2.81,1.01,0.21,0.1,0.41,,
102.100.100.8196,Ayr,,,,-19.733298,147.17873,11,Sugar,Tropical (dry),Other,,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,20.0,11.36,7,0.0,2.5,58.94,22.52,81.46,9.3,9.25,3.0,3.0,38.0,99.0,1.0,0.38,0.036,6.1,6.8,0.79,51.2,7.5,1.81,0.043,2.55,1.01,0.24,0.11,0.62,,
102.100.100.8198,Mackay,,,,-21.15956,149.112782,47,Sugar,Tropical (dry),Other,Chromosols,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,0.0,10.37,13,0.0,3.0,11.59,43.17,54.77,30.91,14.32,3.0,11.0,189.0,97.0,7.6,0.84,0.058,4.0,4.6,0.28,40.7,2.2,0.69,1.31,0.96,0.37,0.25,0.09,0.5,,
102.100.100.8199,Mackay,,,,-21.15956,149.112782,47,Sugar,Tropical (dry),Other,Chromosols,,100.0,,0.0,,Valley floor,,,,,,Sugar,sugar,sugar,sugar,sugar,sugar,Nitrogen-based fertiliser. 180 kg N ha-1 year-1,Conventional Tillage,,20.0,11.55,13,0.0,2.5,10.34,45.36,55.7,28.25,16.04,4.0,10.0,175.0,78.0,6.9,0.97,0.057,4.6,5.1,0.58,46.4,7.2,0.86,1.244,1.05,0.45,0.2,0.1,0.35,,
102.100.100.8200,Kallora,,,,-34.232703,138.310183,30,Cereals -wheat,Mediterranian,Other,Calcarosols,,,,,,,,,,,,,,,,,,"N,P,K,S & micronutrient",Conventional Tillage,,0.0,7.0,5,10-15,2.0,,,,,,17.0,47.0,71.0,506.0,7.1,1.54,0.257,7.4,8.4,0.52,3.16,8.11,1.45,0.074,15.75,2.16,1.3,0.37,2.43,0.13,
102.100.100.8201,Kallora,,,,-34.239403,138.313458,36,Cereals -wheat,Mediterranian,Other,Calcarosols,,,,,,,,,,,,,,,,,,"N,P,K,S & micronutrient",Conventional Tillage,,0.0,5.0,8,0.0,2.0,,,,,,4.0,17.0,55.0,335.0,4.5,1.08,0.092,7.7,8.6,0.32,3.12,4.8,0.52,0.078,13.83,1.45,0.86,0.08,1.62,0.11,
102.100.100.8202,Kallora,,,,-34.24055,138.314611,36,Residual native cover,Mediterranian,Other,Calcarosols,,,,,,,,,,,,,,,,,,none,,,0.0,5.0,5,5.0,2.0,,,,,,3.0,12.0,62.0,427.0,3.4,1.08,0.107,7.6,8.7,0.32,3.87,7.56,1.24,0.076,13.1,1.38,1.09,0.07,1.54,0.05,
102.100.100.8203,Streaky Bay,,,,-32.722444,134.287094,23,Cereals -wheat,Mediterranian,Other,Calcarosols,,,,,,,,,,,,,,,,,,"N,P,K,S & micronutrient",Conventional Tillage,,0.0,5.0,2,5.0,2.0,,,,,,6.0,15.0,66.0,600.0,8.2,2.05,0.094,7.6,8.6,0.21,3.68,4.55,0.9,0.042,18.6,1.79,1.57,0.27,1.8,0.22,
