BPA ID,Collection Site,Country,State,Sample date,Latitude,Longitude,Elevation,Current Land Use,Ecological Zone,Vegetation Type,Australian Soil Type Classification,FAO Soil Type Classification,Vegatation Total Cover,Dominant Trees,Site Slope,Slope Aspect,Profile Position,Drainage,Environment Event,Fire History,Fire Intensity,Last Change in Land Use,Immediate previous Land Use,Crop Rotation 1,Crop Rotation 2,Crop Rotation 3,Crop Rotation 4,Crop Rotation 5,Agrochemical Additions,Tillage,Site Comments,Horizon,Moisture,Colour,Gravel,Texture,Course Sand,Fine Sand,Sand,Silt,Clay,Ammonium Nitrogen,Nitrate Nitrogen,Phosphoros Colwell,Potassium Colwell,Sulphur,Organic Carbon,Conductivity,CaCl2 pH,H2O pH,DTPA Cu,DTPA Fe,DTPA Mn,DTPA Zn,Exc Al,Exc Ca,Exc Mg,Exc K,Exc Na,Boron Hot CaCl2,Total N,Total C
102.100.100.9584,"Yass TB, Glenrock site",,,,-34.858056,148.567311,574,Native/exotic pasture mosaic,Temperate,Grassland,,,,,,,,,,,,,,,,,,,,,,20.0,6.27183232772,2,5.0,2.0,56.49,16.52,73.01,14.59,12.4,14.0,1.0,15.0,151.0,10.9,4.55,0.08,3.4,4.3,0.43,72.7,4.45,4.71,1.371,1.49,0.8,0.34,0.14,0.45,,
102.100.100.9585,Blue Tier,,,,-41.183047,148.029095,690,Protected landscape,Temperate,Forest,Kurosols,,100.0,"Nothofagus cunninghamii,Atherosperma moschatum",5.0,East,Upper slope,,,,,,,,,,,,,,,20.0,25.5650818394,6,0.0,2.0,41.31,30.55,71.86,13.01,15.13,5.0,1.0,6.0,245.0,3.3,2.49,0.035,4.1,4.9,0.72,170.32,27.67,1.07,1.487,1.39,0.68,0.32,0.02,0.31,,
102.100.100.9586,Blue Tier,,,,-41.183047,148.029095,690,Protected landscape,Temperate,Forest,Kurosols,,100.0,"Nothofagus cunninghamii,Atherosperma moschatum",5.0,East,Upper slope,,,,,,,,,,,,,,,0.0,30.4857212595,6,0.0,2.0,30.87,33.37,64.24,15.19,20.56,3.0,1.0,2.0,126.0,1.6,0.89,0.019,4.1,5.1,1.53,89.85,0.98,0.83,1.743,0.19,0.6,0.24,0.03,0.31,,
102.100.100.9587,Blue Tier,,,,-41.183515,148.032013,720,Protected landscape,Temperate,Forest,Kandosols,,100.0,"Nothofagus cunninghamii,Phyllocladus asplenifolius,Atherosperma moschatum",0.0,,Mid slope,,,,,,,,,,,,,,,20.0,24.5178399229,2,0.0,2.0,33.63,28.56,62.19,23.14,14.67,7.0,6.0,11.0,447.0,2.9,2.65,0.043,4.3,5.1,1.29,225.77,20.77,2.06,0.761,2.45,0.64,0.27,0.03,0.23,,
102.100.100.9588,Blue Tier,,,,-41.183515,148.032013,720,Protected landscape,Temperate,Forest,Kandosols,,100.0,"Nothofagus cunninghamii,Phyllocladus asplenifolius,Atherosperma moschatum",0.0,,Mid slope,,,,,,,,,,,,,,,0.0,40.8997429306,14,0.0,2.0,35.44,23.42,58.87,24.71,16.42,4.0,2.0,4.0,105.0,1.5,0.73,0.014,4.2,5.2,0.83,57.67,0.81,0.63,0.888,0.68,0.39,0.19,0.03,0.56,,
102.100.100.10601,xmas island,,,,-10.495855,105.566286,186,National park,,,,,90.0,"Syzgium nervosum,Termminalia catappa,Barringtonia racemosa,Disoxylum gaudishaudianum,Guettarda speciosa",0.0,,,,,,,,,,,,,,,,,0.0,31.4230933106,1,5.0,2.0,33.2,48.51,81.71,9.16,9.12,51.0,24.0,355.0,100.0,30.3,3.41,0.2,6.7,7.1,6.22,21.14,143.73,13.58,0.026,29.32,2.43,0.26,0.15,0.86,,
102.100.100.10602,xmas island,,,,-10.495855,105.566286,186,National park,,,,,90.0,"Syzgium nervosum,Termminalia catappa,Barringtonia racemosa,Disoxylum gaudishaudianum,Guettarda speciosa",0.0,,,,,,,,,,,,,,,,,20.0,26.5153870065,6,5.0,2.0,35.92,41.99,77.91,6.04,16.05,12.0,3.0,483.0,51.0,21.0,1.38,0.125,6.6,7.0,8.73,24.67,124.62,10.14,0.027,20.58,1.22,0.13,0.16,0.69,,
102.100.100.10603,xmas island,,,,-10.492911,105.569857,198,National park,,,,,90.0,"Barringtonia racemosa,Disoxylum gaudishaudianum,Inocarpus fagifer,Planchonella nitida,Tristiropsis acutangula,Pisonia umbellifera",0.0,,,,,,,,,,,,,,,,,0.0,31.799591002,17,5.0,1.5,18.9,44.47,63.37,15.56,21.07,29.0,10.0,235.0,90.0,22.4,2.6,0.14,6.4,6.8,2.91,24.97,186.34,21.97,0.031,19.41,2.15,0.23,0.15,1.0,,
102.100.100.12445,Mt. Field NP,,,,-42.6831,146.6099,1068,National park,Montane,Other,Dermosols,,90.0,,0.0,,,,,,,,,,,,,,,,,20.0,52.0163020163,10,0.0,1.0,49.42,24.38,73.8,14.16,12.04,12.0,2.0,8.0,33.0,3.6,4.53,0.034,4.3,5.1,0.46,161.39,0.39,0.34,4.852,0.82,0.3,0.08,0.12,0.43,,
102.100.100.10604,xmas island,,,,-10.492911,105.569857,198,National park,,,,,90.0,"Barringtonia racemosa,Disoxylum gaudishaudianum,Inocarpus fagifer,Planchonella nitida,Tristiropsis acutangula,Pisonia umbellifera",0.0,,,,,,,,,,,,,,,,,20.0,26.3074939103,21,5.0,2.0,13.93,50.19,64.11,6.99,28.9,16.0,5.0,283.0,44.0,14.9,1.05,0.185,7.1,7.7,2.84,21.23,109.3,15.41,0.036,16.74,0.8,0.11,0.14,0.6,,
102.100.100.10605,xmas island,,,,-10.489,105.57078,196,National park,,,,,85.0,"Disoxylum gaudishaudianum,Planchonella nitida,Tristiropsis acutangula,Ochrosia ackeringae,Ficus saxophila,Celtis timorensis",10.0,North,,,,,,,,,,,,,,,,0.0,26.8486523842,4,25-30,1.5,65.76,19.56,85.32,7.85,6.82,51.0,53.0,590.0,126.0,36.0,5.08,0.362,7.2,7.8,1.54,23.42,82.0,10.88,0.022,59.26,3.13,0.32,0.17,2.02,,
102.100.100.10606,xmas island,,,,-10.489,105.57078,196,National park,,,,,85.0,"Disoxylum gaudishaudianum,Planchonella nitida,Tristiropsis acutangula,Ochrosia ackeringae,Ficus saxophila,Celtis timorensis",10.0,North,,,,,,,,,,,,,,,,20.0,25.0246548323,5,35-40,1.5,51.49,22.46,73.94,16.44,9.62,16.0,8.0,494.0,47.0,27.5,2.74,0.265,7.4,7.9,1.63,22.37,76.64,4.75,0.019,41.52,1.15,0.12,0.14,1.34,,
102.100.100.10607,xmas island,,,,-10.488053,105.66671,221,Rehabilitation,,,,,80.0,"Disoxylum gaudishaudianum,Barringtonia racemosa,Inocarpus fagifer,Claoxylon indicum,Macaranga tanarius",0.0,,,,,,,,,,,,,,,,,0.0,25.4428005835,6,5.0,1.5,41.22,21.46,62.68,10.82,26.5,21.0,16.0,288.0,75.0,7.9,2.28,0.115,6.9,7.3,0.84,8.21,51.07,10.66,0.023,19.92,1.18,0.19,0.09,0.55,,
102.100.100.10608,xmas island,,,,-10.488053,105.66671,221,Rehabilitation,,,,,80.0,"Disoxylum gaudishaudianum,Barringtonia racemosa,Inocarpus fagifer,Claoxylon indicum,Macaranga tanarius",0.0,,,,,,,,,,,,,,,,,20.0,21.4285714286,12,5.0,2.0,52.29,13.06,65.35,2.97,31.67,2.0,2.0,377.0,24.0,5.1,0.3,0.079,7.4,8.0,0.23,2.91,17.5,5.29,0.048,11.85,0.21,0.06,0.05,0.23,,
102.100.100.12483,Sturt NP,,,,-29.055658,141.898047,171,National park,Arid,Woodland,,,30.0,Acacia aneura(5),0.0,,,,,,,,,,,,,,,,,0.0,18.9250080463,12,5.0,2.0,56.99,26.02,83.01,6.02,10.98,2.0,1.0,6.0,230.0,2.2,0.07,0.019,6.5,7.2,0.57,3.48,4.38,0.62,0.016,2.64,1.54,0.59,0.09,0.3,,
102.100.100.10609,xmas island,,,,-10.483507,105.644313,235,National park,,,,,80.0,"Termminalia catappa,Barringtonia racemosa,Disoxylum gaudishaudianum,Planchonella nitida,Inocarpus fagifer",0.0,,,,,,,,Mines,,,,,,,,,0.0,25.5939524838,1,5.0,2.0,45.87,28.63,74.51,10.81,14.69,43.0,17.0,103.0,63.0,14.1,2.59,0.127,6.4,6.7,3.46,23.35,143.21,9.35,0.023,14.46,1.92,0.16,0.18,0.74,,
102.100.100.10610,xmas island,,,,-10.483507,105.644313,235,National park,,,,,80.0,"Termminalia catappa,Barringtonia racemosa,Disoxylum gaudishaudianum,Planchonella nitida,Inocarpus fagifer",0.0,,,,,,,,Mines,,,,,,,,,20.0,21.335078534,6,5.0,2.5,25.13,25.32,50.44,8.63,40.93,17.0,2.0,95.0,18.0,8.7,1.18,0.048,6.1,6.6,3.21,18.56,78.53,5.63,0.024,5.06,0.55,0.05,0.11,0.5,,
102.100.100.10611,xmas island,,,,-10.477036,105.645465,267,National park,,,,,85.0,"Syzgium nervosum,Barringtonia racemosa,Planchonella nitida,Tristiropsis actutangula,Pisonia umbellifera",4.0,NNW,,,,,,,,,,,,,"Fipronil for ant control 2007,2008,2009",,,0.0,34.1400172861,4,5.0,1.5,42.58,37.89,80.46,7.0,12.54,65.0,20.0,108.0,99.0,20.5,3.82,0.192,6.6,6.9,1.09,32.28,86.06,4.51,0.019,21.83,2.58,0.25,0.23,1.04,,
102.100.100.10612,xmas island,,,,-10.477036,105.645465,267,National park,,,,,85.0,"Syzgium nervosum,Barringtonia racemosa,Planchonella nitida,Tristiropsis actutangula,Pisonia umbellifera",4.0,NNW,,,,,,,,,,,,,"Fipronil for ant control 2007,2008,2009",,,20.0,26.1995986134,6,5.0,2.0,50.11,13.05,63.16,2.17,34.67,14.0,5.0,91.0,34.0,16.5,1.74,0.131,7.1,7.6,0.69,14.07,26.62,0.96,0.027,14.73,0.66,0.09,0.13,0.48,,
102.100.100.10613,xmas island,,,,-10.416296,105.654883,264,National park,,,,,90.0,"Barringtonia racemosa,Disoxylum gaudishaudianum,Inocarpus fagifer,Planchonella nitida,Tristiropsis acutangula",0.0,,,,,,,,,,,,,,,,,0.0,28.5849772382,2,5.0,1.5,34.82,22.57,57.4,15.6,27.0,39.0,15.0,176.0,84.0,16.6,2.92,0.143,6.5,6.8,2.17,24.0,180.0,18.0,0.018,18.1,1.72,0.21,0.17,0.92,,
102.100.100.12484,Sturt NP,,,,-29.055658,141.898047,171,National park,Arid,Woodland,,,30.0,Acacia aneura(5),0.0,,,,,,,,,,,,,,,,,20.0,10.184813178,11,5.0,3.0,28.17,17.09,45.25,13.95,40.8,1.0,1.0,0.0001,412.0,2.1,0.12,0.076,7.4,8.3,0.76,2.8,2.62,0.33,0.071,11.98,5.8,1.06,1.4,0.63,,
102.100.100.10614,xmas island,,,,-10.416296,105.654883,264,National park,,,,,90.0,"Barringtonia racemosa,Disoxylum gaudishaudianum,Inocarpus fagifer,Planchonella nitida,Tristiropsis acutangula",0.0,,,,,,,,,,,,,,,,,20.0,22.0838396112,21,5.0,2.0,21.5,20.54,42.04,10.44,47.52,8.0,1.0,146.0,24.0,6.7,0.84,0.053,6.3,6.7,1.92,23.94,83.96,12.0,0.029,7.93,0.64,0.06,0.1,0.46,,
102.100.100.10615,xmas island,,,,-10.4555668,105.701377,151,National park,,,,,60.0,"Terminalia catappa,Berrya cordifolia,Barringtonia racemosa,Ochrosia ackeringae,Ehretia javanica",10.0,NNE,,,,,,,,,,,,,,,,0.0,21.7901113934,4,5.0,1.5,43.82,31.93,75.75,10.69,13.56,23.0,16.0,381.0,92.0,19.5,2.14,0.163,7.0,7.4,2.38,13.6,76.85,10.74,0.024,23.65,1.36,0.24,0.08,0.93,,
102.100.100.10616,xmas island,,,,-10.4555668,105.701377,151,National park,,,,,60.0,"Terminalia catappa,Berrya cordifolia,Barringtonia racemosa,Ochrosia ackeringae,Ehretia javanica",10.0,NNE,,,,,,,,,,,,,,,,20.0,19.378757515,6,5.0,2.0,39.32,35.81,75.13,8.97,15.9,9.0,5.0,385.0,71.0,16.8,1.26,0.129,7.4,7.9,3.09,14.07,79.73,9.87,0.029,20.82,0.68,0.18,0.06,0.75,,
102.100.100.10617,xmas island,,,,-10.44881,105.702425,176,Rehabilitation,,,,,90.0,"Ficus saxophilia,Pisonia unbellifera,Ochrosia ackeringae,Tristiropsis acutangula,Terminalia catappa,Dysoxylum gaudishaudianum",5.0,NNE,,,,,,,Mines,,,,,,,,,0.0,23.7739168683,2,5.0,1.5,43.12,28.16,71.28,13.92,14.8,34.0,74.0,218.0,73.0,24.8,2.39,0.329,7.4,7.9,2.41,11.8,100.14,16.81,0.025,23.35,1.64,0.19,0.09,0.96,,
102.100.100.10618,xmas island,,,,-10.44881,105.702425,176,Rehabilitation,,,,,90.0,"Ficus saxophilia,Pisonia unbellifera,Ochrosia ackeringae,Tristiropsis acutangula,Terminalia catappa,Dysoxylum gaudishaudianum",5.0,NNE,,,,,,,Mines,,,,,,,,,20.0,17.8179361594,16,15-20,1.5,46.8,16.09,62.89,16.63,20.49,4.0,4.0,123.0,20.0,11.6,1.32,0.138,7.6,8.2,2.32,8.93,47.7,11.03,0.026,17.41,0.74,0.05,0.04,0.65,,
102.100.100.12485,Sturt NP,,,,-29.035917,141.352819,142,National park,Arid,Dune,,,20.0,Acacia aneura(5),0.0,,,,,,,,,,,,,,,,,0.0,16.3282571912,12,0.0,2.0,59.94,31.12,91.06,1.0,7.94,1.0,2.0,6.0,179.0,0.9,0.1,0.018,6.4,7.1,0.45,2.32,2.82,0.57,0.051,1.68,1.02,0.45,0.13,0.31,,
102.100.100.10619,xmas island,,,,-10.481298,105.573851,262,Rehabilitation,,,,,80.0,"Melia azedarach,Claoxylon indicum,Macaranga tanarius,Barringtonia racemosa,Planchonella nitida",10.0,NNW,,,,,,,Mines,,,,,,,,,0.0,26.0938240404,4,5-10,1.5,44.19,24.34,68.52,13.79,17.68,30.0,15.0,327.0,54.0,15.1,2.94,0.126,6.7,7.1,10.64,24.45,108.3,21.07,0.03,21.51,2.13,0.14,0.14,0.71,,
102.100.100.10620,xmas island,,,,-10.481298,105.573851,262,Rehabilitation,,,,,80.0,"Melia azedarach,Claoxylon indicum,Macaranga tanarius,Barringtonia racemosa,Planchonella nitida",10.0,NNW,,,,,,,Mines,,,,,,,,,20.0,22.7442086506,10,5.0,1.5,44.55,20.64,65.19,5.98,28.83,6.0,5.0,461.0,22.0,7.8,1.24,0.101,7.3,7.8,7.34,22.05,50.85,15.69,0.043,18.8,0.83,0.06,0.12,0.46,,
102.100.100.10621,xmas island,,,,-10.478751,105.55715,43,National park,,,,,80.0,"Ochrosia ackeringae,Kleinhovia hospita,Cordia subcordata,Gyrocarpus americanus,Calophyllum inophyllum,Melia azedarach",2.0,S,,,,,,,,,,,,,,,,0.0,35.3777985075,15,5.0,2.5,23.35,49.8,73.15,12.33,14.52,71.0,17.0,321.0,786.0,28.7,3.6,0.213,6.6,7.0,2.61,45.32,119.07,6.94,0.08,37.9,6.19,2.1,0.35,1.95,,
102.100.100.10622,xmas island,,,,-10.478751,105.55715,43,National park,,,,,80.0,"Ochrosia ackeringae,Kleinhovia hospita,Cordia subcordata,Gyrocarpus americanus,Calophyllum inophyllum,Melia azedarach",2.0,S,,,,,,,,,,,,,,,,20.0,31.3620071685,5,5.0,3.0,8.65,25.65,34.3,19.73,45.97,33.0,6.0,299.0,514.0,20.8,2.44,0.174,6.9,7.4,2.26,20.99,102.66,3.84,0.136,31.88,3.99,1.4,0.42,1.39,,
102.100.100.10623,xmas island,,,,-10.48251,105.55591,47,National park,,,,,80.0,"Inocarpus fagifer,Pisonia umbellifera,Syzygium nervosum,Terminalia catappa,Barringtonia racemosa,Kleinhovia hospita",1.0,W,,,,,,,,,,,,,,,,0.0,39.4929813534,15,5.0,3.0,25.74,40.72,66.45,16.8,16.75,38.0,13.0,396.0,663.0,30.1,4.09,0.265,7.0,7.4,3.94,25.28,135.2,5.71,0.086,52.74,7.18,1.7,0.52,2.29,,
102.100.100.12486,Sturt NP,,,,-29.035917,141.352819,142,National park,Arid,Dune,,,20.0,Acacia aneura(5),0.0,,,,,,,,,,,,,,,,,20.0,3.65253595761,12,5.0,2.0,57.74,28.26,86.0,2.01,12.0,0.0001,2.0,0.0001,141.0,2.0,0.06,0.045,7.2,8.2,0.47,7.85,2.27,0.26,0.065,2.05,1.26,0.35,0.99,0.44,,
102.100.100.10624,xmas island,,,,-10.48251,105.55591,47,National park,,,,,80.0,"Inocarpus fagifer,Pisonia umbellifera,Syzygium nervosum,Terminalia catappa,Barringtonia racemosa,Kleinhovia hospita",1.0,W,,,,,,,,,,,,,,,,20.0,32.8814951735,13,5-10,3.0,16.82,29.04,45.86,17.0,37.14,14.0,6.0,290.0,292.0,15.4,1.16,0.245,7.3,7.9,1.72,21.67,69.91,1.87,0.083,44.9,4.91,0.75,0.55,1.07,,
102.100.100.10714,Chowilla,,,,-34.0597,140.6958,21,Natural feature protection,Arid,Shrubland,Kandosols,,27.0,Calitris sp.(2),0.0,82.0,,,,,,,,,,,,,,,,0.0,2.74223034735,12,0.0,1.0,75.41,13.8,89.21,1.97,8.82,2.0,2.0,10.0,187.0,2.8,0.48,0.103,7.8,8.4,0.86,5.0,2.67,0.46,0.041,7.71,1.1,0.48,0.07,0.33,,
102.100.100.10715,Chowilla,,,,-34.0597,140.6958,21,Natural feature protection,Arid,Shrubland,Kandosols,,27.0,Calitris sp.(2),0.0,82.0,,,,,,,,,,,,,,,,20.0,3.22446143155,22,5.0,1.5,70.6,15.71,86.31,2.94,10.75,0.0001,2.0,3.0,232.0,5.8,0.48,0.086,8.0,9.0,0.86,3.01,1.95,0.19,0.067,9.19,1.98,0.59,0.19,0.5,,
102.100.100.10716,Reny Island,,,,-34.05624,140.7354,16,Natural feature protection,Arid,Woodland,Tenosols,,40.0,Burned mallee eucs (resprouting)(7),0.0,182.0,,,,,,,,,,,,,,,,0.0,10.2488732118,8,35-40,2.0,4.79,34.83,39.62,18.15,42.24,3.0,2.0,89.0,539.0,48.2,2.49,0.549,6.9,7.6,3.19,162.44,23.6,0.94,0.049,20.24,6.72,1.38,3.8,1.66,,
102.100.100.10717,Reny Island,,,,-34.05624,140.7354,16,Natural feature protection,Arid,Woodland,Tenosols,,40.0,Burned mallee eucs (resprouting)(7),0.0,182.0,,,,,,,,,,,,,,,,20.0,6.33602796592,16,35-40,2.0,1.53,19.02,20.55,32.64,46.81,13.0,17.0,67.0,468.0,35.8,2.42,0.391,5.8,6.4,3.34,185.67,45.38,2.61,0.044,13.69,10.36,1.2,2.45,1.17,,
102.100.100.10718,Chowilla,,,,-34.03715,140.7064,19,Protected landscape,Arid,Shrubland,Tenosols,,30.0,"Dodoea viscosa(6),Callitris sp.(2),Mallee eucalyptus(5)",0.0,127.0,,,,,,,,,,,,,,,,0.0,11.5106177606,16,25-30,1.5,0.72,12.84,13.56,21.15,65.29,5.0,3.0,21.0,296.0,56.8,1.09,0.534,5.4,6.3,3.28,105.19,32.34,0.43,0.102,8.86,9.51,0.76,6.17,0.79,,
102.100.100.10719,Chowilla,,,,-34.03715,140.7064,19,Protected landscape,Arid,Shrubland,Tenosols,,30.0,"Dodoea viscosa(6),Callitris sp.(2),Mallee eucalyptus(5)",0.0,127.0,,,,,,,,,,,,,,,,20.0,4.62762111352,22,0.0,1.0,52.6,23.76,76.36,11.84,11.79,3.0,2.0,24.0,284.0,3.2,0.98,0.095,7.8,8.5,1.01,9.36,5.15,0.35,0.023,13.53,1.98,0.76,0.12,0.64,,
102.100.100.10720,Chowilla,,,,-33.9556,140.719,62,Protected landscape,Arid,Woodland,Rudosols,,45.0,Mallee eucalypts (5 species)(35),1.0,262.0,,,,,,,,,,,,,,,,0.0,4.11805078929,22,5-10,1.0,61.63,22.54,84.18,3.97,11.86,0.0001,0.0001,3.0,254.0,5.7,0.28,0.161,8.1,9.1,1.12,7.52,4.08,0.2,0.06,8.01,1.46,0.65,0.77,0.72,,
102.100.100.10721,Chowilla,,,,-33.9556,140.719,62,Protected landscape,Arid,Woodland,Rudosols,,45.0,Mallee eucalypts (5 species)(35),1.0,262.0,,,,,,,,,,,,,,,,20.0,2.40670220868,22,0.0,1.0,77.6,15.7,93.3,1.0,6.7,1.0,1.0,4.0,115.0,2.4,0.35,0.024,6.5,7.2,0.4,8.62,2.6,0.15,0.066,2.48,0.65,0.26,0.03,0.16,,
102.100.100.12424,Freycinet NP,,,,-42.1074,148.3395,22,National park,Coastal,Woodland,Kurosols,,80.0,"Eucalyptus tenuiramis,Allocasuarina verticilata",2.0,SE,Mid slope,,,,,,,,,,,,,,,0.0,10.7374138291,8,0.0,1.5,71.09,12.91,84.0,8.02,7.97,2.0,0.0001,3.0,107.0,6.6,1.74,0.071,4.5,5.5,0.62,162.78,5.99,1.83,0.447,1.29,1.18,0.17,0.37,0.33,,
102.100.100.12425,Freycinet NP,,,,-42.1074,148.3395,22,National park,Coastal,Woodland,Kurosols,,80.0,"Eucalyptus tenuiramis,Allocasuarina verticilata",2.0,SE,Mid slope,,,,,,,,,,,,,,,20.0,14.371257485,8,0.0,1.5,73.02,11.26,84.28,5.91,9.81,2.0,0.0001,0.0001,61.0,4.9,0.55,0.048,4.5,5.5,0.26,136.92,0.17,0.59,0.618,0.35,0.82,0.14,0.33,0.42,,
102.100.100.12426,Freycinet NP,,,,-42.106246,148.340808,60,National park,Coastal,Woodland,Kurosols,,66.0,Allocasuarina verticilata(66),0.0,,Summit/ridge,,,,,,,,,,,,,,,0.0,10.6760700389,9,0.0,1.5,59.99,13.47,73.46,10.25,16.29,9.0,4.0,9.0,251.0,35.0,4.25,0.361,4.9,5.9,0.31,181.26,14.1,1.4,0.114,8.06,6.03,0.62,2.61,1.76,,
102.100.100.12427,Freycinet NP,,,,-42.106246,148.340808,60,National park,Coastal,Woodland,Kurosols,,66.0,Allocasuarina verticilata(66),0.0,,Summit/ridge,,,,,,,,,,,,,,,20.0,10.1935925989,2,15-20,1.5,62.84,11.66,74.51,3.94,21.56,2.0,0.0001,4.0,190.0,13.5,1.15,0.226,5.2,6.2,0.27,141.12,1.22,1.93,0.207,2.98,3.48,0.43,1.61,1.27,,
102.100.100.12428,Freycinet NP,,,,-42.105769,148.336683,45,National park,Coastal,Woodland,Dermosols,,20.0,Allocasuarina verticilata(20),2.0,NNW,Mid slope,,,41426.0,low,,,,,,,,,,,0.0,9.84111927911,9,0.0,1.5,61.45,14.27,75.72,8.13,16.15,17.0,10.0,12.0,282.0,26.4,4.08,0.286,6.8,7.6,0.46,82.9,21.75,1.06,0.042,15.36,5.12,0.71,1.16,1.66,,
102.100.100.12429,Freycinet NP,,,,-42.105769,148.336683,45,National park,Coastal,Woodland,Dermosols,,20.0,Allocasuarina verticilata(20),2.0,NNW,Mid slope,,,41426.0,low,,,,,,,,,,,20.0,10.5982905983,8,15-20,1.5,65.58,10.66,76.25,6.94,16.81,2.0,0.0001,3.0,160.0,4.8,0.81,0.064,5.5,6.5,0.42,67.27,2.53,0.28,0.111,3.55,2.94,0.31,0.69,0.7,,
102.100.100.12430,Freycinet NP,,,,-42.1685,148.2641,51,National park,Coastal,Woodland,Dermosols,,90.0,Allocasuarina verticilata(90),2.0,S,Mid slope,,,,,,,,,,,,,,,0.0,16.6864608076,13,5.0,1.5,47.02,29.54,76.56,7.86,15.59,6.0,20.0,12.0,184.0,14.0,5.3,0.199,6.6,7.3,0.35,48.02,5.69,0.32,0.026,31.61,5.41,0.38,1.14,1.94,,
102.100.100.12431,Freycinet NP,,,,-42.1685,148.2641,51,National park,Coastal,Woodland,Dermosols,,90.0,Allocasuarina verticilata(90),2.0,S,Mid slope,,,,,,,,,,,,,,,20.0,10.932775064,13,5.0,1.5,44.71,32.59,77.3,5.07,17.63,2.0,5.0,10.0,112.0,8.9,4.9,0.261,7.5,8.4,0.39,28.35,2.45,0.11,0.016,36.73,3.71,0.24,1.49,1.81,,
102.100.100.12432,Freycinet NP,,,,-42.1738,148.2791,20,National park,Coastal,Dune,Dermosols,,90.0,"Allocasuarina verticilata,Acacia longifolia,",0.0,,Summit/ridge,,,,,,,,,,,,,,,0.0,6.18022328549,16,0.0,1.0,89.48,6.59,96.07,1.0,3.93,2.0,1.0,0.0001,38.0,4.2,0.93,0.034,4.8,5.8,0.39,12.54,2.21,0.71,0.026,1.3,0.49,0.08,0.12,0.19,,
102.100.100.12433,Freycinet NP,,,,-42.1738,148.2791,20,National park,Coastal,Dune,Dermosols,,90.0,"Allocasuarina verticilata,Acacia longifolia,",0.0,,Summit/ridge,,,,,,,,,,,,,,,20.0,5.16877637131,16,0.0,1.0,88.26,8.84,97.1,1.0,2.9,2.0,0.0001,3.0,25.0,5.2,0.82,0.048,4.2,5.2,0.14,17.34,0.37,0.64,0.102,1.06,0.45,0.06,0.22,0.2,,
102.100.100.12434,Freycinet NP,,,,-42.173,148.2851,7,National park,Coastal,Marsh/bog,Dermosols,,90.0,"Allocasuarina verticilata,Banksia sp.",0.0,,,,,,,,,,,,,,,,,0.0,32.6511032939,2,0.0,1.0,37.94,27.35,65.28,16.09,18.63,10.0,0.0001,9.0,175.0,19.5,5.84,0.196,4.1,5.1,5.17,743.69,1.48,18.75,3.494,2.08,3.85,0.38,1.55,1.02,,
102.100.100.12435,Freycinet NP,,,,-42.173,148.2851,7,National park,Coastal,Marsh/bog,Dermosols,,90.0,"Allocasuarina verticilata,Banksia sp.",0.0,,,,,,,,,,,,,,,,,20.0,10.0845291921,6,0.0,1.5,76.88,14.24,91.12,2.98,5.9,1.0,0.0001,0.0001,0.0001,7.5,0.46,0.033,4.7,5.7,0.23,39.72,0.23,0.25,0.33,0.16,0.2,0.04,0.13,0.19,,
102.100.100.12436,Freycinet NP,,,,-42.0585,148.3002,4,National park,Coastal,Dune,Dermosols,,40.0,,0.0,,,,,,,,,,,,,,,,,0.0,3.46464167062,18,0.0,1.0,96.62,1.48,98.1,1.0,1.9,0.0001,0.0001,0.0001,20.0,1.7,0.0001,0.015,6.0,7.0,0.11,0.0001,0.13,0.6,0.002,0.3,0.05,0.05,0.04,0.0001,,
102.100.100.12437,Freycinet NP,,,,-42.0585,148.3002,4,National park,Coastal,Dune,Dermosols,,40.0,,0.0,,,,,,,,,,,,,,,,,20.0,9.396914446,18,0.0,1.0,98.54,0.52,99.06,1.0,0.94,0.0001,0.0001,0.0001,20.0,1.6,0.0001,0.012,6.8,7.5,0.06,0.0001,0.1,0.24,0.002,0.52,0.05,0.05,0.02,0.0001,,
102.100.100.12438,Freycinet NP,,,,-42.0578,148.3021,17,National park,Coastal,Woodland,Rudosols,,90.0,"Allocasuarina verticilata,Eucalyptus globulus",5.0,N,Mid slope,,,,,,,,,,,,,,,0.0,17.5154944759,1,65-70,1.5,69.93,15.35,85.28,4.24,10.48,7.0,2.0,6.0,158.0,11.8,4.33,0.114,5.3,6.3,0.14,53.91,12.56,1.3,0.034,10.78,3.42,0.34,0.79,1.12,,
102.100.100.12439,Freycinet NP,,,,-42.0578,148.3021,17,National park,Coastal,Woodland,Rudosols,,90.0,"Allocasuarina verticilata,Eucalyptus globulus",5.0,N,Mid slope,,,,,,,,,,,,,,,20.0,5.45583792429,16,65-70,1.5,73.4,11.23,84.63,8.22,7.14,2.0,0.0001,2.0,83.0,5.1,1.26,0.061,5.4,6.4,0.16,41.89,1.11,0.19,0.087,2.9,1.15,0.15,0.39,0.41,,
102.100.100.12440,Freycinet NP,,,,-42.0233,148.2828,2,National park,Coastal,Dune,Rudosols,,2.0,Acacia longifolia,1.0,E,Mid slope,,,,,,,,,,,,,,,0.0,8.80306687491,6,0.0,1.0,94.67,1.4,96.06,1.0,3.94,0.0001,0.0001,7.0,29.0,4.9,0.23,0.027,4.9,5.9,0.09,49.49,1.88,0.76,0.232,0.24,0.24,0.07,0.1,0.0001,,
